area,name,tel,address,hp,type,hours,closed_days,comment,other,map,source_association,website
hokkaido,ダンスステージ Ninomiya,0143-50-6985,北海道室蘭市中島町2丁目17-15 第2小がねビル2F,https://dance-stage-ninomiya.com/,社交ダンス教室,,,JBDF,,,JBDF,
hyogo,カルチャーかけはし,078-938-1227,〒674-0058 兵庫県神戸市西区王塚台７－１３１－１イオン西神戸店４階,http://www.shallwedance-toda.jp/,社交ダンス教室,,,,,,シャルだん,
hyogo,DMK (DMKパーティー主催),,〒650-0011 兵庫県神戸市中央区下山手通2-12-3三宮クレアホール,http://,サークル・団体,,,,,,シャルだん,
tokyo,ダンススタジオコガ,042-629-9643,〒193-0835　東京都八王子市千人町2-20-3　たつみやビル2F,http://dsc.sakura.ne.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,ウェーブ チャージ スタジオ,042-481-1043,〒182-0022　東京都調布市国領町4-48-11　スタリア国領B1,http://www.screen-music.net/soundedit.html,ショップ,,,,,,Let's dance,
tokyo,ダンススペースオオヤ,03-3634-5602,〒130-0024　東京都墨田区菊川2-6-14マーベラス菊川ビル5F,http://www.ds-ohya.com/access.php,社交ダンス教室,,,,,,Let's dance,
tokyo,羽村ダンスダンス教室,042-569-6637,〒205-0011　東京都羽村市五ノ神1丁目8-16　白瀬ビル B1F,http://homepage3.nifty.com/hamura2150/,社交ダンス教室,,,,,,Let's dance,
kyoto,スタジオ ワイズ,075-392-9541,〒615-8107 京都府京都市西京区川島北裏町69-23,http://www.ab.auone-net.jp/~waiz/,社交ダンス教室,,,,,,JDC,
tokyo,三宝治療院,03-5466-4221,〒150-0002　東京都渋谷区渋谷3-17-2　アルコーブ3F-B,http://www17.ocn.ne.jp/~sanpou/,ショップ,,,,,,Let's dance,
osaka,Roby's D-factory,,〒535-0021 大阪府大阪市旭区清水 3-26-2ヒマラヤダンス会館,http://,趣味・個人,,,,,,シャルだん,
aichi,オカダダンススクール,0533-89-4193,〒442-0837 愛知県豊川市川花町三丁目9--1オカダダンススクール,http://www.okada-ds.com/,社交ダンス教室,,,,,,シャルだん,
saitama,吉川市公民館ダンスサークル,,〒342-0058 埼玉県吉川市埼玉県吉川市大字保577吉川市中央公民館,http://yoshikawa.mypl.net/community/000000006324/,サークル・団体,,,,,,シャルだん,
tokyo,正藤ダンスダンス教室,03-6806-1631,〒120-0036　東京都足立区千住仲町19-5北千住慶寿苑ビル2F,http://masatodanceschool.web.fc2.com/,社交ダンス教室,,,,,,Let's dance,
hyogo,Kobe O2hall(こうべオーツーホール),,〒650-0025 兵庫県神戸市中央区相生町２−２−１４　新神戸ビル２F,http://o2walker.com,練習場・ホール,,,,,,シャルだん,
shiga,ダンススタジオ,,〒525-0033 滋賀県草津市東草津１丁目４－５３ビワコホンダビル３Ｆ,http://www.second-gate.com/,社交ダンス教室/練習場・ホール/趣味・個人,,,,,,シャルだん,
akita,ダンススクールカガヤ,,〒011-0941 秋田県秋田市土崎港北7-5-19ダンススクールカガヤ,http://,社交ダンス教室,,,,,,シャルだん,
tokyo,新小岩ダンスアカデミー,03-3695-0873,〒124-0025　東京都葛飾区西新小岩1-2-11　喜久屋ビル4F,http://sda-am.com/index.html,社交ダンス教室,,,,,,Let's dance,
tokyo,梅田ダンススタジオ,03-3495-2601,〒141-0031　東京都品川区西五反田1-32-2　アルコープ2F,http://umeda-dance.com,社交ダンス教室,,,,,,Let's dance,
tokyo,JATDダンスアカデミー,03-6903-5480,〒170-0002　東京都豊島区巣鴨2-9-25 クリエイトビル2F,http://www.jatd.biz/jatd/active/941,社交ダンス教室,,,,,,Let's dance,
tokyo,中島ダンスクラブ,03-5798-2527,〒141-0021　東京都品川区上大崎2-16-1 モントービル6F,http://www.nakajima-dance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,佐藤慶一ダンスアカデミー,03-3787-1764,〒142-0063　東京都品川区荏原3-8-7 ロイヤル武蔵小山2F,http://www17.ocn.ne.jp/~shallwe/,社交ダンス教室,,,,,,Let's dance,
kanagawa,パラダイス・横浜,,〒233-0004 神奈川県横浜市港南区港南中央通１－１２　唐沢ビル２F,http://www.paradise-yokohama.net/index.html,社交ダンス教室/サークル・団体/練習場・ホール,,,,,,シャルだん,
tokyo,Dance Arts Tokyo(ダンスアーツ東京),080-8387-0001,〒103-0027　東京都中央区日本橋3-4-15　八重洲通ビル3F,http://nwd-hp.com/dance_arts_tokyo/,社交ダンス教室,,,,,,Let's dance,
tokyo,ラテンクラブ レオン,03-3204-3337,〒160-0022　東京都新宿区新宿5-17-6 三光町ハイムB1F,http://www.latinclub-leon.com/,ダンスパブ,,,,,,Let's dance,
tokyo,銀座サルビア,03-3573-0120,〒104-0061　東京都中央区銀座6-6-9 ソワレド銀座ビル5F,http://www1.ocn.ne.jp/~salvia/index.html,ダンスパブ,,,,,,Let's dance,
tokyo,ダンススクール・オクムラ 二子玉川スクール,03-3708-2522,〒158-0094　東京都世田谷区玉川2-24-7　荻原第二ビル7F,http://dance-okumura.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,西岡ダンススクール人形町教室,03-3661-8383,〒103-0013　東京都中央区日本橋人形町2-11-7ROビル3F,http://sky.geocities.jp/nishiokadance/,社交ダンス教室,,,,,,Let's dance,
hokkaido,KENNエスコートダンスィング,0143-47-0695,北海道室蘭市中島町3-22-7 エルカナリヤビル1階,http://kenn-escort.com/,社交ダンス教室,,,JBDF,,,JBDF,
tokyo,馬場ダンス教室,03-3493-0668,〒153-0063　東京都目黒区目黒1-4-8 ニューメグロビル8F,http://www.baba-dance.com/,社交ダンス教室,,,,,,Let's dance,
fukuoka,西日本ダンスアカデミー,092-775-1237,福岡県福岡市中央区天神3丁目6-36第一黒田ビル2階,https://healthlonglife2010.jimdofree.com/,社交ダンス教室,,,,,,JBDF,
tokyo,島ダンススクール,03-3910-8039,〒170-0004　東京都豊島区北大塚2-27-3富士健LKビル3F,http://shimadance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンスアカデミー亀有,03-3838-0099,〒125-0061　東京都葛飾区亀有3-13-2　TNK第7ビル7F,http://www.dance-academy.co.jp/,社交ダンス教室,,,,,,Let's dance,
kagawa,GROOVY,,〒767-0001 香川県三豊市高瀬町上高瀬751-21高瀬町総合体育館,http://www.geocities.jp/u30604/,サークル・団体,,,,,,シャルだん,
hokkaido,オスカーダンスアカデミー,0138-47-1601,〒041-0806 北海道函館市美原３－３－８カルチャーセンタービル３F,http://oscardance.minibird.jp/,社交ダンス教室/サークル・団体,,,,,,シャルだん,
tokyo,ドリーム社交ダンスサークル,,〒202-0001 東京都西東京市ひばりが丘2-3-4ひばりが丘公民館内,http://,サークル・団体,,,,,,シャルだん,
tokyo,ドリーム ダンスサークル,,〒202-0002 東京都西東京市ひばりが丘2-3-4ひばりが丘公民館内,http://,サークル・団体,,,,,,シャルだん,
tokyo,ダンスウェーブ東京 DANCE WAVE TOKYO,,〒116-0013 東京都荒川区西日暮里５‐３０‐６‐２Fムーンヒルズ５,http://https://dancewave-tokyo.com/,社交ダンス教室/サークル・団体/練習場・ホール/趣味・個人,,,,,,シャルだん,
tokyo,ウチダダンススペース,03-5449-0066,〒141-0022　東京都品川区東五反田2-2-15　ニッカビル5F,http://www5a.biglobe.ne.jp/~uds/,社交ダンス教室,,,,,,Let's dance,
tokyo,田中忠ダンススポーツクラブ,03-3675-6688,〒134-0083　東京都江戸川区中葛西3-33-11マルカビル5F,http://park20.wakwak.com/~t_dancesc/,社交ダンス教室,,,,,,Let's dance,
tokyo,赤塚ダンススクール,03-3939-5850,〒175-0092　東京都板橋区赤塚2丁目1-12　パンダビル2階,http://dance11.web.fc2.com/index.html,社交ダンス教室,,,,,,Let's dance,
tokyo,近藤美国ダンススタジオ,03-5434-1252,〒141-0031　東京都品川区西五反田1-16-1 菅原ビル3F,http://www.kondomikunidancestudio.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ハッピーダンス,03-5713-1260,〒144-0052　東京都大田区蒲田5-20-7　シャトウ蒲田4階,http://happydance.tokyo/,ダンスパブ,,,,,,Let's dance,
kumamoto,ダンスアートアカデミー,090-7391-7230,〒860-0834 熊本県熊本市南区江越2-15-28,http://www2a.biglobe.ne.jp/~yosinori/DAA-HP/mysite1/daatoppage.html,社交ダンス教室,,,,,,JDC,
tokyo,杉並ダンススクール,03-3565-7503,〒161-0033　東京都新宿区下落合3-2-17 MFビル2F,http://www.mejiro.com/suginami,社交ダンス教室,,,,,,Let's dance,
tokyo,マスザワダンスダンス教室,042-393-4027,〒189-0001　東京都東村山市秋津町5-13-21柴田ビル3F,http://www.geocities.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,松永ダンス教室,042-583-1220,〒191-0062　東京都日野市多摩平1丁目2-1　パークビル7F,http://www.matsunagadance.com/index.html,社交ダンス教室,,,,,,Let's dance,
tokyo,大岡山吉本ダンススタジオ,03-3725-6123,〒145-0062　東京都大田区北千束1-40-1 大和屋ビル2F,http://www.sagasu.co.jp/yoshimoto/,社交ダンス教室,,,,,,Let's dance,
tokyo,桝岡ダンス教室,03-5477-3259,〒156-0054　東京都世田谷区桜丘5-47-20　立花ビル4F,http://www.saturn.dti.ne.jp/~ritsukyh,社交ダンス教室,,,,,,Let's dance,
chiba,ダンススペース(D-Space),,〒272-0138 千葉県市川市南行徳1丁目21番1南行徳市民センター,http://,サークル・団体,,,,,,シャルだん,
tokyo,千葉ダンススタジオ,03-6914-7038,〒176-0006　東京都練馬区栄町2-5　アーバン江古田ビル2階,http://chiba-dance.com/,社交ダンス教室,,,,,,Let's dance,
iwate,ハコイシダンススタジオ,019-652-8514,岩手県盛岡市大通2-1-23 サンクイーンビル2F,https://www.hakoishidancestudio.com/,社交ダンス教室,,,JBDF,,,JBDF,
tokyo,カラオケ&ダンス ニューハピネス,03-5372-1881,〒177-0041　東京都練馬区石神井町3-25-8 橋本ビル3F,http://www.new-happiness.jp/,ダンスパブ,,,,,,Let's dance,
tokyo,浜松町ダンススクール,03-3436-1707,〒105-0013　東京都港区浜松町2-8-9　春原浜松町ビル3F,http://hamadan.info/,社交ダンス教室,,,,,,Let's dance,
tokyo,渡辺勝彦ダンス教室,03-3707-9053,〒158-0096　東京都世田谷区玉川台台2-3-12金屋ビル2F,http://www.kp-dance.com/index.html,社交ダンス教室,,,,,,Let's dance,
tokyo,田中信和ダンススクール,03-3904-1605,〒177-0041　東京都練馬区石神井町7-1-5ムナカタビル3F,http://www.h4.dion.ne.jp/~nobukazu/index.htm,社交ダンス教室,,,,,,Let's dance,
hyogo,ダンススタジオプラット,078-733-2118,兵庫県神戸市須磨区飛松町3-2-5 ナカタビル2階,https://www.dance-kasaya.com/,社交ダンス教室,,,,,,JBDF,
tokyo,タマオキトモヒロダンススクール荻窪教室,03-3391-5522,〒167-0043　東京都杉並区上荻1-13-10ハクサンビル4F,http://www.tamaokidance.com/,社交ダンス教室,,,,,,Let's dance,
ibaraki,ダンスサークル リンク,090-5431-5025,〒305-0042 茨城県つくば市下広岡410-167広岡交流センター,http://www.foulea.com/profile1.html,サークル・団体,,,,,,シャルだん,
tokyo,村松ダンス教室,042-644-4128,〒192-0081　東京都八王子市横山町3-10　日本地建ビル4F,http://m-dance.digi2.jp,社交ダンス教室,,,,,,Let's dance,
osaka,木曜ダンス,,〒575-0012 大阪府四條畷市上田原1番地田原台グリーンホール田原,http://,サークル・団体,,,,,,シャルだん,
osaka,DANCE TEAM YOKO,,〒542-0083 大阪府大阪市中央区東心斎橋１－６－２９茶谷ビル５F,http://www.teamyoko.com/index.html,社交ダンス教室,,,,,,シャルだん,
tokyo,あおいダンスダンス教室,03-3861-5133,〒111-0052　東京都台東区柳橋2-15-5　第二真市ビル6F,http://aoidance.web.fc2.com/,社交ダンス教室,,,,,,Let's dance,
aichi,ダンススタジオ アキカワ,,〒470-0125 愛知県日進市赤池4-101285オフィースビル３Ｆ,http://,社交ダンス教室,,,,,,シャルだん,
osaka,住之江クラブ,,〒559-0024 大阪府大阪市住之江区新北島５－３－１大綱ビル　４F,http://www.suminoeclub.com/,社交ダンス教室/練習場・ホール,,,,,,シャルだん,
tokyo,オオタケダンスダンス教室,03-3805-0140,〒116-0013　東京都荒川区西日暮里2-18-1 増尾ビル6F,http://ootakedance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンスダンス教室ハマノ,0422-52-9707,〒180-0006　東京都武蔵野市中町1-1-8 HN28ビル9F,http://www.ds-hamano.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススタジオM2,03-3820-2741,〒135-0021　東京都江東区白河4-6-2　扇橋ビル4F/5F,http://ww61.tiki.ne.jp/~m2-dance/map.html,社交ダンス教室,,,,,,Let's dance,
akita,フレンズ,,〒013-0051 秋田県横手市大屋新町字堂ノ前 32番地1 さかえ館,http://,サークル・団体,,,,,,シャルだん,
akita,ダンススタジオJun,,〒010-0065 秋田県秋田市茨島１丁目5-11ダンススタジオJun,http://csj-ds.net/,社交ダンス教室,,,,,,シャルだん,
tokyo,激安ショップカードローナ,,〒102-0073 東京都千代田区九段北1-3-5オセアン九段ビル2階,http://www.rakuten.co.jp/cardrona/,WEBショップ,,,,,,シャルだん,
tokyo,ワキシマダンススクール,03-3786-8380,〒142-0053　東京都品川区中延5-2-7　セントラル会館2F,http://www.wakishima-dance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススクールもり,03-3298-7773,〒143-0016　東京都大田区大森北6-32-8　平和島ビル3F,http://moritakeds.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,大岡山吉本ダンススクール,03-3725-6123,〒145-0062　東京都大田区北千束1-40-1　大和屋ビル2F,http://www.sagasu.co.jp/yoshimoto/,社交ダンス教室,,,,,,Let's dance,
yamaguchi,Dance Studio Sway,0836-39-5981,山口県宇部市川上698-12フォレストヒルズ2F,https://dancestudiosway.jimdofree.com/,社交ダンス教室,,,,,,JBDF,
tokyo,社交ダンスサークルアンジレ,,〒177-0041 東京都練馬区石神井公園駅前石神井練馬交流センター,http://,サークル・団体,,,,,,シャルだん,
kyoto,十五屋,,〒604-8176 京都府京都市中京区龍池町448-2伊と幸ビル５Ｆ,http://,社交ダンスショップ,,,,,,シャルだん,
shizuoka,ダンススクール・ハヤシ,,〒436-0056 静岡県掛川市中央１丁目２２－１ オオハシビル３階,http://dancehayashi.ooban-koban.com/,社交ダンス教室/サークル・団体/ダンス関連会社,,,,,,シャルだん,
fukui,レンタルスタジオＥ,,〒914-0136 福井県敦賀市砂流41-6-11レンタルスタジオＥ,http://,サークル・団体/練習場・ホール,,,,,,シャルだん,
tokyo,J DANCERS LABO,03-6882-4055,〒116-0013 東京都荒川区西日暮里2-26-10,https://jdancerslabo.jimdofree.com/,社交ダンス教室,,,,,,JDC,
kagoshima,ナカシマダンススクール,099-224-9457,〒892-0842 鹿児島県鹿児島市東千石町９－２０,http://www.minc.ne.jp/~jdc-naka/pc/index.html,社交ダンス教室,,,,,,JDC,
nara,Ｄａｎｃｅ－Ｓｔｙｌｅ Ｃａｆｅ 天理,,〒632-0016 奈良県天理市川原城町８３５　カサ・デル・ソル2階,http://www.geocities.jp/wwfgp415/dance-styleindex.html,社交ダンス教室,,,,,,シャルだん,
ibaraki,カルチャー＆ダンススタジオフォ－ユー,,〒305-0062 茨城県つくば市赤塚３５１－１スタジオ　フォーユー,http://tds-foryou.ciao.jp,社交ダンス教室/練習場・ホール,,,,,,シャルだん,
fukuoka,コトウダンススタジオ,,〒816-0943 福岡県大野城市白木原1-4-14HOEIビル３F,http://,社交ダンス教室,,,,,,シャルだん,
aomori,ダンススタジオニギ,,〒036-8004 青森県弘前市大町　２－１１－４ダンススタジオニギ,http://,社交ダンス教室,,,,,,シャルだん,
chiba,DanceStudio IMAZEKI ～For Your Place～,,〒299-3221 千葉県山武郡大網白里町富田889-3大網開発二階,http://www.dsima.upper.jp,社交ダンス教室/サークル・団体,,,,,,シャルだん,
aichi,今池ダンス教室,052-741-5015,〒466-0850 愛知県名古屋市千種区今池１－９－１６仲屋ビル３F,http://www.imaike-dance.com/,社交ダンス教室,,,,,,シャルだん,
